Title: The Palomar Transient Factory Core-Collapse Supernova Host-Galaxy 
       Sample.I. Host-Galaxy Distribution Functions and Environment 
       Dependence of CCSNe 
Authors: Schulze S., Yaron O., Sollerman J., Leloudas G., Gal A., Wright A.H., 
         Lunnan R., Gal-Yam A., Ofek E.O., Perley D.A., Filippenko A.V.,
         Kasliwal M.M., Kulkarni S.R., Neill J.D., Nugent P.E., Quimby R.M.,
         Sullivan M., Strothjohann N.L., Arcavi I., Ben-Ami S., Bianco F., 
         Bloom J.S., De K., Fraser M., Fremling C.U., Horesh A., Johansson J.,
         Kelly P.L., Knevzevic N., Knevzevic S., Maguire K., Nyholm A., 
         Papadogiannakis S., Petrushevska T., Rubin A., Yan L., Yang Y.,
         Adams S.M., Bufano F., Clubb K.I., Foley R.J., Green Y., Harmanen J.,
         Ho A.Y.Q., Hook I.M., Hosseinzadeh G., Howell D.A., Kong A.K.H., 
         Kotak R., Matheson T., McCully C., Milisavljevic D., Pan Y.-C., 
         Poznanski D., Shivvers I., Velzen S.v., Verbeek K.K. 
Table: Photometry of the PTF CCSN host galaxies
================================================================================
Byte-by-byte Description of file: apjsabff5et9_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label    Explanations
--------------------------------------------------------------------------------
   1-  9 A9     ---     ID       Object identifier
  11- 19 A9     ---     Tel/Sur  Telescope/Survey designation
  21- 29 A9     ---     Inst     Instrument 
  31- 35 A5     ---     Filter   Filter
  37- 41 F5.2   mag     mag      Observed AB magnitude in Filter (1)
  43- 48 F6.2   mag   e_mag      ?=-99 Uncertainty in mag
  50- 76 A27    ---     Ref      Reference; This paper or ADS bibcode
--------------------------------------------------------------------------------
Note (1): Not corrected for reddening.
--------------------------------------------------------------------------------
iPTF15ul  SDSS                i     16.27   0.05 This paper                  
iPTF15ul  SDSS                z     16.04   0.05 This paper                  
iPTF15ul  PANSTARRS           g     17.27   0.05 This paper                  
iPTF15ul  PANSTARRS           r     16.66   0.05 This paper                  
iPTF15ul  PANSTARRS           i     16.31   0.05 This paper                  
iPTF15ul  PANSTARRS           z     16.17   0.05 This paper                  
iPTF15ul  PANSTARRS           y     15.97   0.05 This paper                  
iPTF15ul  2MASS               J     15.83   0.07 This paper                  
iPTF15ul  2MASS               H     15.98   0.07 This paper                  
iPTF15ul  2MASS               Ks    15.51   0.11 This paper                  
iPTF15ul  WISE                W1    16.0    0.1  This paper                  
iPTF15ul  WISE                W2    16.46   0.1  This paper                  
iPTF15vo  SDSS                u     23.27   0.95 This paper                  
iPTF15vo  SDSS                g     21.87   0.1  This paper                  
iPTF15vo  PANSTARRS           g     21.91   0.09 This paper                  
iPTF15vo  PANSTARRS           r     21.68   0.07 This paper                  
iPTF15vo  PANSTARRS           i     21.48   0.09 This paper                  
iPTF15vo  PANSTARRS           z     21.38   0.11 This paper                  
iPTF15vo  PANSTARRS           y     21.73   0.3  This paper                  
iPTF16ahq GALEX               FUV   13.27   0.1  This paper                  
iPTF16ahq GALEX               NUV   12.9    0.1  This paper                  
iPTF16ahq SDSS                u     11.98   0.05 This paper                  
iPTF16ahq SDSS                g     10.92   0.05 This paper                  
iPTF16ahq SDSS                r     10.45   0.05 This paper                  
iPTF16ahq SDSS                i     10.21   0.06 This paper                  
iPTF16ahq SDSS                z     10.06   0.05 This paper                  
iPTF16ahq 2MASS               J      9.86   0.07 This paper                  
iPTF16ahq 2MASS               Ks     9.77   0.11 This paper                  
iPTF16alo GALEX               FUV   17.37   0.1  This paper                  
iPTF16alo GALEX               NUV   16.89   0.1  This paper                  
iPTF16alo SDSS                u     15.75   0.08 This paper                  
iPTF16alo SDSS                g     14.58   0.05 This paper                  
iPTF16alo SDSS                r     14.03   0.05 This paper                  
iPTF16alo SDSS                i     13.72   0.05 This paper                  
iPTF16alo SDSS                z     13.49   0.06 This paper                  
iPTF16alo PANSTARRS           g     14.59   0.05 This paper                  
iPTF16alo PANSTARRS           r     14.06   0.05 This paper                  
iPTF16alo PANSTARRS           i     13.77   0.05 This paper                  
iPTF16alo PANSTARRS           z     13.72   0.06 This paper                  
iPTF16alo PANSTARRS           y     13.39   0.05 This paper                  
iPTF16alo 2MASS               J     13.25   0.07 This paper                  
iPTF16alo 2MASS               H     13.02   0.07 This paper                  
iPTF16alo 2MASS               Ks    13.34   0.11 This paper                  
iPTF16alo WISE                W1    13.74   0.1  This paper                  
iPTF16alo WISE                W2    14.34   0.1  This paper                  
iPTF16alp GALEX               NUV   18.27   0.1  This paper                  
iPTF16alp SDSS                u     17.55   0.07 This paper                  
iPTF16alp SDSS                g     16.54   0.05 This paper                  
iPTF16alp SDSS                r     16.22   0.05 This paper                  
iPTF16alp SDSS                i     15.99   0.06 This paper                  
iPTF16alp SDSS                z     15.85   0.07 This paper                  
iPTF16alp PANSTARRS           g     16.66   0.07 This paper                  
iPTF16alp PANSTARRS           r     16.26   0.05 This paper                  
iPTF16alp PANSTARRS           i     16.09   0.06 This paper                  
iPTF16alp PANSTARRS           z     16.08   0.07 This paper                  
iPTF16alp PANSTARRS           y     15.9    0.1  This paper                  
iPTF16alp 2MASS               J     15.76   0.14 This paper                  
iPTF16alp 2MASS               H     15.72   0.17 This paper                  
iPTF16alp 2MASS               Ks    15.86   0.22 This paper                  
iPTF16alp WISE                W1    16.48   0.11 This paper                  
iPTF16alp WISE                W2    17.04   0.11 This paper                  
iPTF16ama GALEX               FUV   18.04   0.1  This paper                  
iPTF16ama GALEX               NUV   17.85   0.1  This paper                  
iPTF16ama SDSS                u     17.39   0.06 This paper                  
iPTF16ama SDSS                g     16.48   0.05 This paper                  
iPTF16ama SDSS                r     16.2    0.06 This paper                  
iPTF16ama SDSS                i     16.06   0.07 This paper                  
iPTF16ama SDSS                z     15.94   0.09 This paper                  
iPTF16ama PANSTARRS           g     16.55   0.06 This paper                  
iPTF16ama PANSTARRS           r     16.21   0.06 This paper                  
iPTF16ama PANSTARRS           i     16.1    0.08 This paper                  
iPTF16ama PANSTARRS           z     16.14   0.1  This paper                  
iPTF16ama PANSTARRS           y     16.08   0.21 This paper                  
iPTF16ama 2MASS               H     16.05   0.2  This paper                  
iPTF16ama 2MASS               Ks    15.78   0.21 This paper                  
iPTF16ama WISE                W1    16.62   0.14 This paper                  
iPTF16ama WISE                W2    17.2    0.13 This paper                  
iPTF16aqo PANSTARRS           g     17.6    0.07 This paper                  
iPTF16aqo PANSTARRS           r     17.35   0.1  This paper                  
iPTF16aqo PANSTARRS           i     17.27   0.12 This paper                  
iPTF16aqo PANSTARRS           z     17.11   0.21 This paper                  
iPTF16asu SDSS                u     23.19   0.47 This paper                  
iPTF16asu SDSS                g     22.24   0.15 This paper                  
iPTF16asu SDSS                r     21.98   0.17 This paper                  
iPTF16asu SDSS                i     21.55   0.13 This paper                  
iPTF16asu PANSTARRS           g     22.5    0.17 This paper                  
iPTF16asu PANSTARRS           r     21.93   0.11 This paper                  
iPTF16asu PANSTARRS           i     22.17   0.14 This paper                  
iPTF16asu PANSTARRS           z     21.94   0.19 This paper                  
iPTF16axb GALEX               FUV   17.8    0.12 This paper                  
iPTF16axb GALEX               NUV   17.36   0.1  This paper                  
iPTF16axb SDSS                u     16.25   0.05 This paper                  
iPTF16axb SDSS                g     14.99   0.05 This paper                  
iPTF16axb SDSS                r     14.43   0.05 This paper                  
iPTF16axb SDSS                i     14.11   0.05 This paper                  
iPTF16axb SDSS                z     13.88   0.05 This paper                  
iPTF16axb PANSTARRS           g     14.96   0.05 This paper                  
iPTF16axb PANSTARRS           r     14.4    0.05 This paper                  
iPTF16axb PANSTARRS           i     14.12   0.05 This paper                  
iPTF16axb PANSTARRS           z     13.97   0.05 This paper                  
iPTF16axb PANSTARRS           y     13.69   0.05 This paper                  
iPTF16axb 2MASS               J     13.58   0.07 This paper                  
iPTF16axb 2MASS               H     13.44   0.07 This paper                  
iPTF16axb 2MASS               Ks    13.65   0.11 This paper                  
iPTF16bad SDSS                u     24.3    0.67 This paper                  
iPTF16bad SDSS                g     22.89   0.07 This paper                  
iPTF16bad SDSS                r     22.97   0.93 This paper                  
iPTF16bad SDSS                i     22.42   0.58 This paper                  
iPTF16baq SDSS                u     18.34   0.06 This paper                  
iPTF16baq SDSS                g     17.6    0.05 This paper                  
iPTF16baq SDSS                r     17.13   0.05 This paper                  
iPTF16baq SDSS                i     16.75   0.05 This paper                  
iPTF16baq SDSS                z     16.6    0.06 This paper                  
iPTF16baq PANSTARRS           g     17.82   0.05 This paper                  
iPTF16baq PANSTARRS           r     17.25   0.05 This paper                  
iPTF16baq PANSTARRS           i     16.9    0.05 This paper                  
iPTF16baq PANSTARRS           z     16.71   0.05 This paper                  
iPTF16baq PANSTARRS           y     16.58   0.06 This paper                  
iPTF16baq 2MASS               J     16.71   0.16 This paper                  
iPTF16baq 2MASS               H     16.36   0.13 This paper                  
iPTF16baq 2MASS               Ks    16.48   0.21 This paper                  
iPTF16baq WISE                W1    16.48   0.1  This paper                  
iPTF16baq WISE                W2    16.64   0.1  This paper                  
iPTF16bde PANSTARRS           g     16.35   0.07 This paper                  
iPTF16bde PANSTARRS           r     15.7    0.07 This paper                  
iPTF16bde PANSTARRS           i     15.32   0.09 This paper                  
iPTF16bde PANSTARRS           z     15.11   0.06 This paper                  
iPTF16bde PANSTARRS           y     15.06   0.13 This paper                  
iPTF16bde 2MASS               J     14.85   0.07 This paper                  
iPTF16bde 2MASS               H     14.56   0.07 This paper                  
iPTF16bde 2MASS               Ks    14.98   0.16 This paper                  
iPTF16bde WISE                W1    15.15   0.1  This paper                  
iPTF16bde WISE                W2    15.8    0.11 This paper                  
iPTF16bfy SDSS                u     16.95   0.06 This paper                  
iPTF16bfy SDSS                g     16.0    0.05 This paper                  
iPTF16bfy SDSS                r     15.64   0.05 This paper                  
iPTF16bfy SDSS                i     15.41   0.05 This paper                  
iPTF16bfy SDSS                z     15.29   0.06 This paper                  
iPTF16bfy PANSTARRS           g     16.01   0.06 This paper                  
iPTF16bfy PANSTARRS           r     15.69   0.05 This paper                  
iPTF16bfy PANSTARRS           i     15.53   0.05 This paper                  
iPTF16bfy PANSTARRS           z     15.36   0.05 This paper                  
iPTF16bfy PANSTARRS           y     15.18   0.07 This paper                  
