Title: The Palomar Transient Factory Core-Collapse Supernova Host-Galaxy 
       Sample.I. Host-Galaxy Distribution Functions and Environment 
       Dependence of CCSNe 
Authors: Schulze S., Yaron O., Sollerman J., Leloudas G., Gal A., Wright A.H., 
         Lunnan R., Gal-Yam A., Ofek E.O., Perley D.A., Filippenko A.V.,
         Kasliwal M.M., Kulkarni S.R., Neill J.D., Nugent P.E., Quimby R.M.,
         Sullivan M., Strothjohann N.L., Arcavi I., Ben-Ami S., Bianco F., 
         Bloom J.S., De K., Fraser M., Fremling C.U., Horesh A., Johansson J.,
         Kelly P.L., Knevzevic N., Knevzevic S., Maguire K., Nyholm A., 
         Papadogiannakis S., Petrushevska T., Rubin A., Yan L., Yang Y.,
         Adams S.M., Bufano F., Clubb K.I., Foley R.J., Green Y., Harmanen J.,
         Ho A.Y.Q., Hook I.M., Hosseinzadeh G., Howell D.A., Kong A.K.H., 
         Kotak R., Matheson T., McCully C., Milisavljevic D., Pan Y.-C., 
         Poznanski D., Shivvers I., Velzen S.v., Verbeek K.K. 
Table: Photometry of the PTF CCSN host galaxies
================================================================================
Byte-by-byte Description of file: apjsabff5et9_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label    Explanations
--------------------------------------------------------------------------------
   1-  9 A9     ---     ID       Object identifier
  11- 19 A9     ---     Tel/Sur  Telescope/Survey designation
  21- 29 A9     ---     Inst     Instrument 
  31- 35 A5     ---     Filter   Filter
  37- 41 F5.2   mag     mag      Observed AB magnitude in Filter (1)
  43- 48 F6.2   mag   e_mag      ?=-99 Uncertainty in mag
  50- 76 A27    ---     Ref      Reference; This paper or ADS bibcode
--------------------------------------------------------------------------------
Note (1): Not corrected for reddening.
--------------------------------------------------------------------------------
PTF12jvy  SDSS                r     18.0    0.06 This paper                  
PTF12jvy  SDSS                i     17.73   0.06 This paper                  
PTF12jvy  SDSS                z     17.66   0.18 This paper                  
PTF12jvy  PANSTARRS           g     18.47   0.07 This paper                  
PTF12jvy  PANSTARRS           r     17.87   0.08 This paper                  
PTF12jvy  PANSTARRS           i     17.74   0.07 This paper                  
PTF12jvy  PANSTARRS           z     17.62   0.1  This paper                  
PTF12jvy  PANSTARRS           y     17.59   0.11 This paper                  
PTF12jvy  2MASS               J     18.49   0.48 This paper                  
PTF12jvy  2MASS               H     17.76   0.46 This paper                  
PTF12jvy  WISE                W1    18.17   0.13 This paper                  
PTF12jvy  WISE                W2    18.86   0.16 This paper                  
PTF12jxd  GALEX               NUV   16.11   0.1  This paper                  
PTF12jxd  SDSS                u     15.21   0.05 This paper                  
PTF12jxd  SDSS                g     14.05   0.05 This paper                  
PTF12jxd  SDSS                r     13.48   0.05 This paper                  
PTF12jxd  SDSS                i     13.14   0.05 This paper                  
PTF12jxd  SDSS                z     12.87   0.05 This paper                  
PTF12jxd  PANSTARRS           g     14.03   0.05 This paper                  
PTF12jxd  PANSTARRS           r     13.45   0.05 This paper                  
PTF12jxd  PANSTARRS           i     13.19   0.05 This paper                  
PTF12jxd  PANSTARRS           z     12.97   0.05 This paper                  
PTF12jxd  PANSTARRS           y     12.73   0.05 This paper                  
PTF12jxd  2MASS               J     12.5    0.06 This paper                  
PTF12jxd  2MASS               H     12.2    0.05 This paper                  
PTF12jxd  2MASS               Ks    12.39   0.1  This paper                  
PTF12jxd  WISE                W1    12.75   0.1  This paper                  
PTF12jxd  WISE                W2    13.22   0.1  This paper                  
PTF12jxe  GALEX               FUV   15.49   0.1  This paper                  
PTF12jxe  GALEX               NUV   15.21   0.11 This paper                  
PTF12jxe  SDSS                u     14.09   0.08 This paper                  
PTF12jxe  SDSS                g     12.88   0.06 This paper                  
PTF12jxe  SDSS                r     12.34   0.06 This paper                  
PTF12jxe  SDSS                i     12.0    0.06 This paper                  
PTF12jxe  SDSS                z     11.84   0.06 This paper                  
PTF12jxe  2MASS               J     11.59   0.06 This paper                  
PTF12jxe  2MASS               H     11.15   0.06 This paper                  
PTF12jxe  2MASS               Ks    11.37   0.1  This paper                  
PTF12jxe  WISE                W1    12.23   0.1  This paper                  
PTF12jxe  WISE                W2    12.89   0.11 This paper                  
PTF12khf  GALEX               FUV   19.87   0.16 This paper                  
PTF12khf  GALEX               NUV   19.25   0.11 This paper                  
PTF12khf  PANSTARRS           g     17.11   0.05 This paper                  
PTF12khf  PANSTARRS           r     16.59   0.05 This paper                  
PTF12khf  PANSTARRS           i     16.29   0.05 This paper                  
PTF12khf  PANSTARRS           y     15.94   0.06 This paper                  
PTF12khf  2MASS               J     15.76   0.09 This paper                  
PTF12khf  2MASS               H     15.39   0.09 This paper                  
PTF12khf  2MASS               Ks    15.72   0.15 This paper                  
PTF12khf  WISE                W1    16.0    0.11 This paper                  
PTF12khf  WISE                W2    16.58   0.12 This paper                  
PTF12khj  PANSTARRS           g     17.85   0.06 This paper                  
PTF12khj  PANSTARRS           r     17.46   0.05 This paper                  
PTF12khj  PANSTARRS           i     17.19   0.06 This paper                  
PTF12khj  PANSTARRS           z     17.08   0.06 This paper                  
PTF12khj  PANSTARRS           y     17.17   0.17 This paper                  
PTF12khj  2MASS               J     17.36   0.4  This paper                  
PTF12khj  2MASS               H     17.19   0.32 This paper                  
PTF12khj  2MASS               Ks    17.32   0.35 This paper                  
PTF12khj  WISE                W1    17.4    0.13 This paper                  
PTF12khj  WISE                W2    18.04   0.14 This paper                  
PTF12kph  SDSS                u     18.13   0.05 This paper                  
PTF12kph  SDSS                g     17.15   0.05 This paper                  
PTF12kph  SDSS                r     16.62   0.05 This paper                  
PTF12kph  SDSS                i     16.25   0.05 This paper                  
PTF12kph  SDSS                z     16.07   0.05 This paper                  
PTF12kph  PANSTARRS           g     17.05   0.05 This paper                  
PTF12kph  PANSTARRS           r     16.56   0.05 This paper                  
PTF12kph  PANSTARRS           i     16.26   0.05 This paper                  
PTF12kph  PANSTARRS           z     16.11   0.05 This paper                  
PTF12kph  PANSTARRS           y     16.02   0.05 This paper                  
PTF12kph  2MASS               J     15.89   0.35 This paper                  
PTF12kph  2MASS               H     15.67   0.5  This paper                  
PTF12kph  2MASS               Ks    15.87   0.14 This paper                  
PTF12kph  WISE                W1    16.06   0.1  This paper                  
PTF12kph  WISE                W2    16.32   0.1  This paper                  
PTF12krf  GALEX               FUV   20.24   0.43 This paper                  
PTF12krf  GALEX               NUV   19.83   0.47 This paper                  
PTF12krf  SDSS                u     17.97   0.14 This paper                  
PTF12krf  SDSS                g     17.17   0.07 This paper                  
PTF12krf  SDSS                r     16.41   0.07 This paper                  
PTF12krf  SDSS                i     15.96   0.07 This paper                  
PTF12krf  SDSS                z     15.67   0.08 This paper                  
PTF12krf  PANSTARRS           g     17.01   0.08 This paper                  
PTF12krf  PANSTARRS           r     16.34   0.07 This paper                  
PTF12krf  PANSTARRS           i     15.98   0.06 This paper                  
PTF12krf  PANSTARRS           z     15.83   0.07 This paper                  
PTF12krf  PANSTARRS           y     15.65   0.08 This paper                  
PTF12krf  2MASS               J     15.56   0.11 This paper                  
PTF12krf  2MASS               Ks    15.45   0.16 This paper                  
PTF12krf  WISE                W1    15.8    0.12 This paper                  
PTF12krf  WISE                W2    16.35   0.13 This paper                  
PTF12kso  GALEX               FUV   21.53   0.41 This paper                  
PTF12kso  GALEX               NUV   21.19   0.24 This paper                  
PTF12kso  SDSS                g     21.24   0.1  This paper                  
PTF12kso  SDSS                r     20.77   0.18 This paper                  
PTF12kso  SDSS                i     20.66   0.13 This paper                  
PTF12kso  SDSS                z     20.29 -99.0  This paper                  
PTF12ksy  GALEX               FUV   18.22   0.13 This paper                  
PTF12ksy  GALEX               NUV   17.77   0.11 This paper                  
PTF12ksy  PANSTARRS           g     15.12   0.05 This paper                  
PTF12ksy  PANSTARRS           r     14.54   0.05 This paper                  
PTF12ksy  PANSTARRS           i     14.23   0.05 This paper                  
PTF12ksy  PANSTARRS           z     14.0    0.05 This paper                  
PTF12ksy  PANSTARRS           y     13.78   0.06 This paper                  
PTF12ksy  2MASS               J     13.63   0.06 This paper                  
PTF12ksy  2MASS               H     13.45   0.06 This paper                  
PTF12ksy  2MASS               Ks    13.63   0.11 This paper                  
PTF12ksy  WISE                W1    13.95   0.1  This paper                  
PTF12ksy  WISE                W2    14.48   0.1  This paper                  
PTF12kth  GALEX               FUV   21.56   0.42 This paper                  
PTF12kth  GALEX               NUV   21.31   0.11 This paper                  
PTF12kth  SDSS                u     21.12   0.27 This paper                  
PTF12kth  SDSS                g     20.06   0.07 This paper                  
PTF12kth  SDSS                r     19.83   0.08 This paper                  
PTF12kth  SDSS                i     19.72   0.09 This paper                  
PTF12kth  PANSTARRS           g     20.0    0.07 This paper                  
PTF12kth  PANSTARRS           r     19.85   0.06 This paper                  
PTF12kth  PANSTARRS           i     19.58   0.06 This paper                  
PTF12kth  PANSTARRS           z     19.74   0.13 This paper                  
PTF12kth  PANSTARRS           y     19.72   0.32 This paper                  
PTF12ktu  GALEX               FUV   16.34   0.1  This paper                  
PTF12ktu  GALEX               NUV   15.82   0.1  This paper                  
PTF12ktu  PANSTARRS           g     13.36   0.06 This paper                  
PTF12ktu  PANSTARRS           r     12.68   0.06 This paper                  
PTF12ktu  PANSTARRS           i     12.34   0.06 This paper                  
PTF12ktu  PANSTARRS           z     12.09   0.06 This paper                  
PTF12ktu  PANSTARRS           y     11.89   0.06 This paper                  
PTF12ktu  2MASS               J     11.72   0.24 This paper                  
PTF12ktu  2MASS               H     11.47   0.16 This paper                  
PTF12ktu  2MASS               Ks    11.58   0.38 This paper                  
PTF12lbj  PANSTARRS           g     18.08   0.06 This paper                  
PTF12lbj  PANSTARRS           r     17.44   0.06 This paper                  
PTF12lbj  PANSTARRS           i     17.08   0.05 This paper                  
PTF12lbj  PANSTARRS           z     16.91   0.06 This paper                  
PTF12lbj  PANSTARRS           y     16.77   0.06 This paper                  
PTF12lbj  2MASS               J     16.47   0.13 This paper                  
PTF12lbj  2MASS               H     16.62   0.2  This paper                  
PTF12lbj  2MASS               Ks    16.94   0.27 This paper                  
PTF12lbj  WISE                W1    16.78   0.1  This paper                  
PTF12lbj  WISE                W2    17.22   0.1  This paper                  
PTF12ldy  GALEX               NUV   21.93   0.24 This paper                  
PTF12ldy  SDSS                u     21.45   0.26 This paper                  
PTF12ldy  SDSS                g     20.7    0.06 This paper                  
PTF12ldy  SDSS                r     19.85   0.06 This paper                  
PTF12ldy  SDSS                i     19.42   0.07 This paper                  
PTF12ldy  SDSS                z     19.16   0.12 This paper                  
PTF12ldy  PANSTARRS           g     20.64   0.08 This paper                  
PTF12ldy  PANSTARRS           r     19.84   0.06 This paper                  
PTF12ldy  PANSTARRS           i     19.47   0.07 This paper                  
PTF12ldy  PANSTARRS           z     19.27   0.08 This paper                  
PTF12ldy  PANSTARRS           y     19.06   0.14 This paper                  
PTF12ldy  WISE                W1    19.2    0.18 This paper                  
PTF12ldy  WISE                W2    19.8    0.21 This paper                  
PTF12ljg  GALEX               NUV   22.52   0.12 This paper                  
PTF12ljg  SDSS                u     21.73   0.29 This paper                  
PTF12ljg  SDSS                g     20.86   0.1  This paper                  
PTF12ljg  SDSS                r     20.5    0.11 This paper                  
PTF12ljg  SDSS                i     20.18   0.08 This paper                  
PTF12ljg  SDSS                z     20.4    0.35 This paper                  
PTF12ljg  WISE                W1    21.99   0.69 This paper                  
PTF12lpo  GALEX               FUV   16.08   0.21 This paper                  
PTF12lpo  GALEX               NUV   15.13   0.15 This paper                  
PTF12lpo  SDSS                u     12.56   0.11 This paper                  
PTF12lpo  SDSS                g     10.9    0.07 This paper                  
PTF12lpo  SDSS                r     10.13   0.06 This paper                  
PTF12lpo  SDSS                i      9.72   0.06 This paper                  
PTF12lpo  SDSS                z      9.46   0.06 This paper                  
PTF12lpo  PANSTARRS           g     11.07   0.09 This paper                  
PTF12lpo  PANSTARRS           r     10.34   0.07 This paper                  
PTF12lpo  PANSTARRS           i      9.98   0.05 This paper                  
PTF12lpo  PANSTARRS           z      9.76   0.06 This paper                  
PTF12lpo  PANSTARRS           y      9.56   0.06 This paper                  
PTF12lpo  2MASS               J      9.08   0.07 This paper                  
PTF12lpo  2MASS               H      8.94   0.07 This paper                  
PTF12lpo  2MASS               Ks     9.08   0.1  This paper                  
PTF12lpo  WISE                W1     9.62   0.1  This paper                  
PTF12lpo  WISE                W2    10.26   0.1  This paper                  
PTF12ltw  GALEX               FUV   18.85   0.17 This paper                  
PTF12ltw  GALEX               NUV   18.26   0.11 This paper                  
PTF12ltw  PANSTARRS           g     15.83   0.07 This paper                  
PTF12ltw  PANSTARRS           r     15.18   0.06 This paper                  
PTF12ltw  PANSTARRS           i     14.81   0.06 This paper                  
PTF12ltw  PANSTARRS           z     14.65   0.06 This paper                  
PTF12ltw  PANSTARRS           y     14.43   0.08 This paper                  
PTF12ltw  2MASS               J     14.44   0.08 This paper                  
PTF12ltw  2MASS               Ks    14.31   0.13 This paper                  
PTF12lvj  SDSS                u     17.29   0.07 This paper                  
PTF12lvj  SDSS                g     16.07   0.05 This paper                  
PTF12lvj  SDSS                r     15.6    0.05 This paper                  
PTF12lvj  SDSS                i     15.31   0.05 This paper                  
PTF12lvj  SDSS                z     15.18   0.06 This paper                  
PTF12lvj  PANSTARRS           g     16.08   0.06 This paper                  
PTF12lvj  PANSTARRS           r     15.62   0.05 This paper                  
PTF12lvj  PANSTARRS           i     15.36   0.05 This paper                  
PTF12lvj  PANSTARRS           z     15.32   0.07 This paper                  
PTF12lvj  2MASS               J     15.3    0.1  This paper                  
PTF12lvj  2MASS               H     15.37   0.16 This paper                  
PTF12lvj  2MASS               Ks    15.16   0.16 This paper                  
PTF12lvs  SDSS                u     14.85   0.05 This paper                  
PTF12lvs  SDSS                g     13.57   0.05 This paper                  
PTF12lvs  SDSS                r     12.96   0.05 This paper                  
PTF12lvs  SDSS                i     12.62   0.05 This paper                  
PTF12lvs  SDSS                z     12.36   0.05 This paper                  
PTF12lvs  PANSTARRS           g     13.54   0.05 This paper                  
PTF12lvs  PANSTARRS           r     12.98   0.05 This paper                  
PTF12lvs  PANSTARRS           i     12.67   0.05 This paper                  
PTF12lvs  PANSTARRS           z     12.48   0.05 This paper                  
PTF12lvs  PANSTARRS           y     12.25   0.05 This paper                  
PTF12lvs  2MASS               J     12.05   0.06 This paper                  
PTF12lvs  2MASS               H     11.84   0.06 This paper                  
PTF12lvs  2MASS               Ks    12.03   0.11 This paper                  
PTF12lvs  WISE                W1    12.52   0.1  This paper                  
PTF12lvs  WISE                W2    13.11   0.1  This paper                  
PTF12lvt  PANSTARRS           g     14.21   0.05 This paper                  
PTF12lvt  PANSTARRS           r     13.61   0.05 This paper                  
PTF12lvt  PANSTARRS           i     13.26   0.05 This paper                  
PTF12lvt  PANSTARRS           z     13.04   0.05 This paper                  
PTF12lvt  PANSTARRS           y     12.85   0.05 This paper                  
PTF12lvt  2MASS               J     12.62   0.06 This paper                  
PTF12lvt  2MASS               H     12.45   0.06 This paper                  
PTF12lvt  2MASS               Ks    12.64   0.1  This paper                  
PTF12lvt  WISE                W1    13.07   0.1  This paper                  
PTF12lvt  WISE                W2    13.64   0.1  This paper                  
PTF12mau  SDSS                u     16.66   0.06 This paper                  
PTF12mau  SDSS                g     15.51   0.05 This paper                  
PTF12mau  SDSS                r     15.0    0.05 This paper                  
PTF12mau  SDSS                i     14.74   0.05 This paper                  
PTF12mau  SDSS                z     14.55   0.05 This paper                  
PTF12mau  PANSTARRS           g     15.51   0.05 This paper                  
PTF12mau  PANSTARRS           r     15.1    0.05 This paper                  
PTF12mau  PANSTARRS           i     14.76   0.05 This paper                  
PTF12mau  PANSTARRS           z     14.6    0.05 This paper                  
PTF12mau  PANSTARRS           y     14.39   0.05 This paper                  
PTF12mau  2MASS               J     14.27   0.06 This paper                  
PTF12mau  2MASS               Ks    14.31   0.12 This paper                  
PTF12mau  WISE                W1    14.9    0.1  This paper                  
PTF12mau  WISE                W2    15.48   0.1  This paper                  
PTF12mav  SDSS                u     15.97   0.08 This paper                  
PTF12mav  SDSS                g     14.61   0.06 This paper                  
PTF12mav  SDSS                r     13.92   0.05 This paper                  
PTF12mav  SDSS                i     13.52   0.06 This paper                  
PTF12mav  SDSS                z     13.26   0.05 This paper                  
PTF12mav  PANSTARRS           g     14.61   0.05 This paper                  
PTF12mav  PANSTARRS           r     13.99   0.05 This paper                  
PTF12mav  PANSTARRS           i     13.55   0.06 This paper                  
PTF12mav  PANSTARRS           z     13.32   0.05 This paper                  
PTF12mav  PANSTARRS           y     13.17   0.06 This paper                  
PTF12mav  2MASS               J     13.12   0.06 This paper                  
PTF12mav  2MASS               H     12.83   0.07 This paper                  
PTF12mav  2MASS               Ks    12.85   0.11 This paper                  
PTF12mav  WISE                W1    13.43   0.1  This paper                  
PTF12mav  WISE                W2    14.02   0.1  This paper                  
PTF12mca  PANSTARRS           g     15.89   0.05 This paper                  
PTF12mca  PANSTARRS           r     15.42   0.05 This paper                  
PTF12mca  PANSTARRS           i     15.22   0.05 This paper                  
PTF12mca  PANSTARRS           z     15.08   0.05 This paper                  
PTF12mca  PANSTARRS           y     14.87   0.1  This paper                  
PTF12mca  2MASS               J     14.74   0.07 This paper                  
PTF12mca  2MASS               H     14.71   0.08 This paper                  
PTF12mca  2MASS               Ks    14.79   0.12 This paper                  
PTF12mca  WISE                W1    15.23   0.1  This paper                  
PTF12mca  WISE                W2    15.73   0.1  This paper                  
PTF12mfx  LS                  z     21.34   0.18 This paper                  
PTF12mfx  PANSTARRS           g     21.51   0.11 This paper                  
PTF12mhg  CFHT      MegaPrime g     24.51   0.12 This paper                  
PTF12mhg  PANSTARRS           i     25.36   1.33 This paper                  
PTF12mkp  Keck      LRIS      g     26.29   0.26 [2016ApJ...830...13P]      
PTF12mkp  Keck      LRIS      i     25.4    0.44 [2016ApJ...830...13P]      
PTF12mkp  Keck      LRIS      R     25.33   0.28 [2016ApJ...830...13P]      
PTF12mue  GALEX               NUV   24.0    0.41 [2016ApJ...830...13P]      
PTF12mue  Keck      LRIS      u     23.9    0.07 [2016ApJ...830...13P]      
PTF12mue  Keck      LRIS      g     23.14   0.14 [2016ApJ...830...13P]      
PTF12mue  Keck      LRIS      i     22.43   0.08 [2016ApJ...830...13P]      
PTF12mue  Keck      LRIS      z     22.34   0.11 [2016ApJ...830...13P]      
PTF12mue  Keck      MOSFIRE   Ks    21.36   0.14 [2016ApJ...830...13P]      
PTF12mxx  Keck      LRIS      u     25.21   0.13 [2016ApJ...830...13P]      
PTF12mxx  Keck      LRIS      g     24.75   0.07 [2016ApJ...830...13P]      
PTF12mxx  Keck      LRIS      i     23.93   0.09 [2016ApJ...830...13P]      
PTF12mxx  Keck      LRIS      z     23.55   0.15 [2016ApJ...830...13P]      
PTF12mxx  Keck      MOSFIRE   J     23.1    0.22 [2016ApJ...830...13P]      
PTF12mxx  Keck      MOSFIRE   Ks    23.12   0.32 [2016ApJ...830...13P]      
PTF12ne   GALEX               FUV   19.29   0.14 This paper                  
PTF12ne   GALEX               NUV   19.28   0.11 This paper                  
PTF12ne   SDSS                u     18.42   0.2  This paper                  
PTF12ne   PANSTARRS           g     17.55   0.09 This paper                  
PTF12ne   PANSTARRS           i     17.11   0.13 This paper                  
PTF12ne   PANSTARRS           z     17.15   0.21 This paper                  
PTF12ne   PANSTARRS           y     17.95   0.73 This paper                  
PTF12os   GALEX               FUV   15.72   0.1  This paper                  
PTF12os   GALEX               NUV   15.24   0.1  This paper                  
PTF12os   SDSS                u     13.49   0.05 This paper                  
PTF12os   SDSS                g     12.0    0.05 This paper                  
PTF12os   SDSS                r     11.27   0.05 This paper                  
PTF12os   SDSS                i     10.88   0.05 This paper                  
PTF12os   SDSS                z     10.59   0.05 This paper                  
PTF12os   PANSTARRS           g     12.1    0.05 This paper                  
PTF12os   PANSTARRS           r     11.44   0.05 This paper                  
PTF12os   PANSTARRS           i     11.03   0.05 This paper                  
PTF12os   PANSTARRS           z     10.8    0.05 This paper                  
PTF12os   PANSTARRS           y     10.57   0.05 This paper                  
PTF12os   2MASS               J     10.27   0.07 This paper                  
PTF12os   2MASS               H     10.32   0.05 This paper                  
PTF12os   2MASS               Ks    10.39   0.1  This paper                  
PTF12os   WISE                W1    10.78   0.1  This paper                  
PTF12os   WISE                W2    11.38   0.1  This paper                  
PTF12th   CFHT      MegaPrime r     20.67   0.06 This paper                  
PTF12th   CFHT      MegaPrime i     19.94   0.05 This paper                  
PTF12th   LS                  z     19.9    0.08 This paper                  
PTF12xv   PANSTARRS           g     20.68   0.09 This paper                  
PTF12xv   PANSTARRS           r     20.24   0.06 This paper                  
PTF12xv   PANSTARRS           i     20.11   0.06 This paper                  
PTF12xv   PANSTARRS           z     20.06   0.09 This paper                  
PTF12xv   2MASS               Ks    19.16   0.44 This paper                  
PTF12xv   WISE                W1    19.09   0.15 This paper                  
PTF12xv   WISE                W2    19.37   0.15 This paper                  
iPTF13aaz GALEX               FUV   16.53   0.12 This paper                  
iPTF13aaz GALEX               NUV   15.35   0.14 This paper                  
iPTF13aaz SDSS                u     12.33   0.05 This paper                  
iPTF13aaz SDSS                g     10.5    0.05 This paper                  
iPTF13aaz SDSS                r      9.65   0.05 This paper                  
iPTF13aaz SDSS                i      9.19   0.05 This paper                  
iPTF13aaz SDSS                z      8.9    0.05 This paper                  
iPTF13aaz PANSTARRS           g     10.49   0.05 This paper                  
iPTF13aaz PANSTARRS           r      9.69   0.05 This paper                  
iPTF13aaz PANSTARRS           i      9.25   0.05 This paper                  
iPTF13aaz PANSTARRS           z      9.03   0.05 This paper                  
iPTF13aaz PANSTARRS           y      8.76   0.05 This paper                  
iPTF13aaz 2MASS               J      8.5    0.07 This paper                  
iPTF13aaz 2MASS               H      8.04   0.07 This paper                  
iPTF13aaz 2MASS               Ks     8.52   0.11 This paper                  
iPTF13ab  GALEX               FUV   19.47   0.11 This paper                  
iPTF13ab  SDSS                u     18.62   0.15 This paper                  
iPTF13ab  SDSS                g     17.37   0.08 This paper                  
iPTF13ab  SDSS                r     17.6    0.07 This paper                  
iPTF13ab  SDSS                i     17.45   0.08 This paper                  
iPTF13ab  PANSTARRS           g     17.77   0.06 This paper                  
iPTF13ab  PANSTARRS           r     17.62   0.07 This paper                  
iPTF13ab  PANSTARRS           i     17.55   0.1  This paper                  
iPTF13ab  PANSTARRS           z     17.63   0.15 This paper                  
iPTF13ab  PANSTARRS           y     17.28   0.13 This paper                  
iPTF13ab  2MASS               J     17.63   0.38 This paper                  
iPTF13ab  2MASS               Ks    17.82   0.73 This paper                  
iPTF13ab  WISE                W1    17.75   0.14 This paper                  
iPTF13ab  WISE                W2    18.41   0.23 This paper                  
iPTF13aby SDSS                u     15.42   0.05 This paper                  
iPTF13aby SDSS                g     14.21   0.05 This paper                  
iPTF13aby SDSS                r     13.63   0.05 This paper                  
iPTF13aby SDSS                i     13.33   0.05 This paper                  
iPTF13aby SDSS                z     13.09   0.05 This paper                  
iPTF13aby PANSTARRS           g     14.16   0.05 This paper                  
iPTF13aby PANSTARRS           r     13.6    0.05 This paper                  
iPTF13aby PANSTARRS           i     13.34   0.05 This paper                  
iPTF13aby PANSTARRS           z     13.15   0.05 This paper                  
iPTF13aby PANSTARRS           y     12.91   0.05 This paper                  
iPTF13aby 2MASS               J     12.82   0.06 This paper                  
iPTF13aby 2MASS               H     12.6    0.06 This paper                  
iPTF13aby 2MASS               Ks    12.82   0.1  This paper                  
iPTF13agz SDSS                u     18.4    0.07 This paper                  
iPTF13agz SDSS                g     17.37   0.05 This paper                  
iPTF13agz SDSS                r     16.86   0.05 This paper                  
iPTF13agz SDSS                i     16.55   0.05 This paper                  
iPTF13agz SDSS                z     16.35   0.08 This paper                  
iPTF13agz PANSTARRS           g     17.38   0.05 This paper                  
iPTF13agz PANSTARRS           r     16.89   0.06 This paper                  
iPTF13agz PANSTARRS           i     16.53   0.05 This paper                  
iPTF13agz PANSTARRS           z     16.51   0.06 This paper                  
iPTF13agz PANSTARRS           y     16.11   0.06 This paper                  
iPTF13agz 2MASS               J     16.18   0.12 This paper                  
iPTF13agz 2MASS               H     15.92   0.12 This paper                  
iPTF13agz 2MASS               Ks    16.08   0.19 This paper                  
iPTF13agz WISE                W1    16.59   0.11 This paper                  
iPTF13ajg Keck      LRIS      g     26.85   0.21 [2014ApJ...797...24V]   
iPTF13ajg Keck      LRIS      R     26.03 -99.0  [2014ApJ...797...24V]   
iPTF13ajg 2MASS               J     23.5  -99.0  This paper                  
iPTF13ajg 2MASS               Ks    23.09 -99.0  This paper                  
iPTF13ajn GALEX               FUV   17.59   0.12 This paper                  
iPTF13ajn GALEX               NUV   17.29   0.1  This paper                  
iPTF13ajn SDSS                u     16.28   0.08 This paper                  
iPTF13ajn SDSS                g     15.28   0.05 This paper                  
iPTF13ajn SDSS                r     14.8    0.05 This paper                  
iPTF13ajn SDSS                i     14.52   0.05 This paper                  
iPTF13ajn SDSS                z     14.35   0.07 This paper                  
iPTF13ajn PANSTARRS           g     15.24   0.11 This paper                  
iPTF13ajn PANSTARRS           r     14.78   0.05 This paper                  
iPTF13ajn PANSTARRS           i     14.58   0.05 This paper                  
iPTF13ajn PANSTARRS           z     14.54   0.07 This paper                  
iPTF13ajn PANSTARRS           y     14.14   0.12 This paper                  
iPTF13ajn 2MASS               J     14.15   0.07 This paper                  
iPTF13ajn 2MASS               H     13.96   0.08 This paper                  
iPTF13ajn 2MASS               Ks    14.03   0.12 This paper                  
iPTF13ajn WISE                W1    14.52   0.1  This paper                  
iPTF13ajn WISE                W2    15.02   0.1  This paper                  
iPTF13akg GALEX               FUV   20.01   0.11 This paper                  
iPTF13akg GALEX               NUV   19.41   0.11 This paper                  
iPTF13akg SDSS                u     17.88   0.09 This paper                  
iPTF13akg SDSS                g     16.46   0.05 This paper                  
iPTF13akg SDSS                r     15.8    0.05 This paper                  
iPTF13akg SDSS                i     15.4    0.05 This paper                  
iPTF13akg SDSS                z     15.14   0.06 This paper                  
iPTF13akg PANSTARRS           g     16.46   0.05 This paper                  
iPTF13akg PANSTARRS           r     15.81   0.05 This paper                  
iPTF13akg PANSTARRS           i     15.49   0.05 This paper                  
iPTF13akg PANSTARRS           z     15.21   0.05 This paper                  
iPTF13akg PANSTARRS           y     15.05   0.06 This paper                  
iPTF13akg 2MASS               H     14.73   0.07 This paper                  
iPTF13akg 2MASS               Ks    14.72   0.11 This paper                  
iPTF13aki SDSS                u     20.76   0.42 This paper                  
iPTF13aki SDSS                g     21.05   0.13 This paper                  
iPTF13aki SDSS                r     20.78   0.12 This paper                  
iPTF13aki SDSS                i     21.53   0.38 This paper                  
iPTF13aki PANSTARRS           g     21.48   0.12 This paper                  
iPTF13aki PANSTARRS           r     21.13   0.1  This paper                  
iPTF13aki PANSTARRS           i     21.33   0.09 This paper                  
iPTF13aki PANSTARRS           z     20.89   0.13 This paper                  
iPTF13aki PANSTARRS           y     20.64   0.47 This paper                  
iPTF13al  GALEX               NUV   19.38   0.1  This paper                  
iPTF13al  SDSS                u     18.98   0.08 This paper                  
iPTF13al  SDSS                g     18.13   0.06 This paper                  
iPTF13al  SDSS                r     17.87   0.05 This paper                  
iPTF13al  SDSS                i     17.67   0.06 This paper                  
iPTF13al  SDSS                z     17.61   0.08 This paper                  
iPTF13al  PANSTARRS           g     17.92   0.06 This paper                  
iPTF13al  PANSTARRS           r     17.88   0.06 This paper                  
iPTF13al  PANSTARRS           i     17.69   0.06 This paper                  
iPTF13al  PANSTARRS           z     17.73   0.07 This paper                  
iPTF13al  PANSTARRS           y     17.55   0.1  This paper                  
iPTF13al  2MASS               J     17.29   0.44 This paper                  
iPTF13al  2MASS               Ks    17.17   0.34 This paper                  
iPTF13al  WISE                W1    18.04   0.12 This paper                  
iPTF13ala LS                  g     24.48   0.28 This paper                  
