,bins_logM_,quant16_m,quant50_m,quant84_m,quant05_m,quant95_m,quant01_m,quant99_m,quant16_s,quant50_s,quant84_s,quant05_s,quant95_s,quant01_s,quant99_s
85,8.04040404040404,-0.00015811388300841897,0.013,0.00015811388300841897,-0.0002911477418940425,0.000341598719684369,-0.000407933818161721,0.00057563888931344,-0.0006008327554319921,0.052,0.0005692099788303082,-0.00120835372811524,0.001135548609545185,-0.0016475466609477255,0.0016358367467722065
86,8.04040404040404,-0.00015811388300841897,0.014,0.00015811388300841897,-0.0003004163777159961,0.0003576283051437626,-0.00045853026072441506,0.0005946599894393571,-0.0006008327554319921,0.058,0.0005692099788303082,-0.0012072089836022593,0.001191033933370498,-0.0018451890147082493,0.0016879890299437014
87,8.11111111111111,-0.00015811388300841897,0.014,0.00015811388300841897,-0.0003004163777159961,0.0003576283051437626,-0.00045853026072441506,0.0005946599894393571,-0.0006008327554319921,0.058,0.0005692099788303082,-0.0012072089836022593,0.001191033933370498,-0.0018451890147082493,0.0016879890299437014
88,8.11111111111111,-0.00015811388300841897,0.016,0.00015811388300841897,-0.00031313822074285344,0.00039851971756739993,-0.0005154512586074458,0.000616900288223331,-0.0006324555320336759,0.065,0.0006324555320336759,-0.0012839574624145457,0.0012586592411331988,-0.00204915592378911,0.0019519316971273056
89,8.181818181818182,-0.00015811388300841897,0.016,0.00015811388300841897,-0.00031313822074285344,0.00039851971756739993,-0.0005154512586074458,0.000616900288223331,-0.0006324555320336759,0.065,0.0006324555320336759,-0.0012839574624145457,0.0012586592411331988,-0.00204915592378911,0.0019519316971273056
90,8.181818181818182,-0.00015811388300841897,0.018,0.00018973665961010276,-0.0003130654883566695,0.0004269802165089155,-0.0005249823634751933,0.0006801047318171124,-0.0006324555320336759,0.072,0.0006640783086353597,-0.0012840301948007296,0.0013064570679666447,-0.001957769261687904,0.0022394807670440575
91,8.252525252525253,-0.00015811388300841897,0.018,0.00018973665961010276,-0.0003130654883566695,0.0004269802165089155,-0.0005249823634751933,0.0006801047318171124,-0.0006324555320336759,0.072,0.0006640783086353597,-0.0012840301948007296,0.0013064570679666447,-0.001957769261687904,0.0022394807670440575
92,8.252525252525253,-0.00018973665961010276,0.02,0.00018973665961010276,-0.00032571459899734316,0.0004396293271495889,-0.0005407969140536954,0.000689623187574222,-0.0006640783086353597,0.079,0.0006957010852370434,-0.0013142900297308804,0.001352310094039086,-0.0020319499710401336,0.0022789143694663485
93,8.323232323232324,-0.00018973665961010276,0.02,0.00018973665961010276,-0.00032571459899734316,0.0004396293271495889,-0.0005407969140536954,0.000689623187574222,-0.0006640783086353597,0.079,0.0006957010852370434,-0.0013142900297308804,0.001352310094039086,-0.0020319499710401336,0.0022789143694663485
94,8.323232323232324,-0.00018973665961010276,0.022,0.00022135943621178657,-0.0003288768766575114,0.0004711793713650882,-0.000594539822888257,0.0007560246938824372,-0.0006957010852370434,0.088,0.0007273238618387272,-0.0013368623676691628,0.0013934197036212749,-0.002095220822464782,0.0023010471508098673
